contract_id,supplier_id,contract_no,category,currency,agreed_lead_time_days,payment_terms,start_date,end_date,status
CTR-001159,SUP-00175,ДОГ-2350/2025,Электрооборудование,RUB,30,Отсрочка 15 дней,2025-02-23,2026-09-15,Действует
CTR-001160,SUP-00015,ДОГ-5934/2024,Услуги (логистика/ремонт),RUB,21,Предоплата 100%,2024-06-15,2026-04-07,Действует
CTR-001161,SUP-00151,ДОГ-1260/2024,Металлопрокат,RUB,21,Отсрочка 45 дней,2024-02-07,2026-10-29,Действует
CTR-001162,SUP-00138,ДОГ-6107/2025,ЛКМ и химия,RUB,21,Предоплата 50%,2025-04-03,2026-12-10,Действует
CTR-001163,SUP-00235,ДОГ-5655/2024,Подшипники,RUB,7,Отсрочка 30 дней,2024-09-06,2026-02-09,Действует
CTR-001164,SUP-00172,ДОГ-8092/2025,Услуги (логистика/ремонт),RUB,14,Отсрочка 15 дней,2025-05-13,2026-09-11,Действует
CTR-001165,SUP-00473,ДОГ-7557/2024,Металлопрокат,RUB,14,Отсрочка 45 дней,2024-08-12,2026-05-12,Действует
CTR-001166,SUP-00422,ДОГ-8680/2024,Шины и диски,RUB,21,Отсрочка 15 дней,2024-06-30,2026-10-03,Действует
CTR-001167,SUP-00084,ДОГ-1322/2025,Услуги (логистика/ремонт),RUB,14,Отсрочка 30 дней,2025-06-01,2025-08-10,Истёк
CTR-001168,SUP-00155,ДОГ-7932/2024,ЛКМ и химия,RUB,10,Предоплата 100%,2024-07-26,2026-05-11,Действует
CTR-001169,SUP-00064,ДОГ-9826/2025,Электрооборудование,RUB,45,Отсрочка 15 дней,2025-04-26,2026-11-01,Действует
CTR-001170,SUP-00414,ДОГ-1734/2024,Электрооборудование,RUB,21,Предоплата 100%,2024-06-04,2026-07-10,Действует
CTR-001171,SUP-00025,ДОГ-8986/2024,Крепёж,RUB,14,Предоплата 50%,2024-09-05,2026-01-28,Действует
CTR-001172,SUP-00151,ДОГ-1857/2025,ЛКМ и химия,RUB,10,Отсрочка 45 дней,2025-05-19,2026-05-30,Действует
CTR-001173,SUP-00432,ДОГ-2289/2024,Подшипники,RUB,14,Отсрочка 30 дней,2024-10-27,2026-02-19,Действует
CTR-001174,SUP-00422,ДОГ-8967/2024,Крепёж,CNY,7,Отсрочка 15 дней,2024-05-08,2026-02-01,Действует
CTR-001175,SUP-00416,ДОГ-6080/2024,ЛКМ и химия,RUB,30,Отсрочка 45 дней,2024-12-13,2026-05-08,Действует
CTR-001176,SUP-00377,ДОГ-6145/2025,Электрооборудование,USD,7,Отсрочка 45 дней,2025-04-20,2026-09-25,Действует
CTR-001177,SUP-00430,ДОГ-9436/2025,Подшипники,RUB,21,Отсрочка 30 дней,2025-01-30,2026-04-12,Действует
CTR-001178,SUP-00108,ДОГ-2219/2025,Электрооборудование,USD,10,Отсрочка 15 дней,2025-03-10,2026-03-23,Действует
CTR-001179,SUP-00145,ДОГ-6122/2024,Металлопрокат,RUB,10,Предоплата 50%,2024-01-04,2026-02-20,Действует
CTR-001180,SUP-00030,ДОГ-7881/2025,Услуги (логистика/ремонт),USD,7,Отсрочка 30 дней,2025-07-23,2026-12-15,Действует
CTR-001181,SUP-00141,ДОГ-9276/2024,Металлопрокат,CNY,7,Отсрочка 45 дней,2024-08-02,2025-12-02,Истёк
CTR-001182,SUP-00044,ДОГ-2573/2024,Металлопрокат,RUB,30,Отсрочка 15 дней,2024-03-15,2026-08-15,Действует
CTR-001183,SUP-00059,ДОГ-9813/2025,Шины и диски,RUB,14,Отсрочка 15 дней,2025-06-03,2026-08-25,Действует
CTR-001184,SUP-00400,ДОГ-9568/2025,Крепёж,USD,30,Предоплата 100%,2025-01-29,2026-06-29,Действует
CTR-001185,SUP-00208,ДОГ-7888/2025,Металлопрокат,RUB,45,Предоплата 50%,2025-06-26,2026-07-13,Действует
CTR-001186,SUP-00021,ДОГ-9786/2025,Подшипники,USD,21,Отсрочка 45 дней,2025-01-19,2025-03-04,Истёк
CTR-001187,SUP-00069,ДОГ-8999/2024,Подшипники,RUB,45,Отсрочка 45 дней,2024-01-30,2026-04-03,Действует
CTR-001188,SUP-00321,ДОГ-8330/2025,Подшипники,RUB,21,Отсрочка 45 дней,2025-07-15,2026-06-11,Действует
CTR-001189,SUP-00090,ДОГ-4658/2025,Металлопрокат,CNY,10,Отсрочка 45 дней,2025-02-28,2026-10-05,Действует
CTR-001190,SUP-00025,ДОГ-7082/2025,Крепёж,RUB,14,Предоплата 50%,2025-02-07,2026-10-07,Действует
CTR-001191,SUP-00487,ДОГ-5263/2025,Гидравлика,USD,14,Отсрочка 45 дней,2025-07-09,2026-04-19,Действует
CTR-001192,SUP-00271,ДОГ-8363/2025,Электрооборудование,RUB,30,Отсрочка 45 дней,2025-03-15,2026-08-15,Действует
CTR-001193,SUP-00154,ДОГ-6805/2025,Гидравлика,RUB,14,Отсрочка 30 дней,2025-05-12,2026-06-18,Действует
CTR-001194,SUP-00344,ДОГ-5078/2025,Крепёж,CNY,7,Отсрочка 30 дней,2025-01-03,2026-06-18,Действует
CTR-001195,SUP-00451,ДОГ-1266/2025,Металлопрокат,RUB,14,Предоплата 50%,2025-03-19,2026-03-30,Действует
CTR-001196,SUP-00252,ДОГ-4935/2024,Услуги (логистика/ремонт),USD,21,Предоплата 100%,2024-12-14,2026-05-03,Действует
CTR-001197,SUP-00400,ДОГ-9112/2024,Услуги (логистика/ремонт),RUB,30,Предоплата 100%,2024-01-13,2026-07-26,Действует
CTR-001198,SUP-00399,ДОГ-8872/2025,Подшипники,RUB,7,Предоплата 100%,2025-02-23,2026-10-21,Действует
CTR-001199,SUP-00058,ДОГ-6521/2024,Электрооборудование,RUB,45,Предоплата 100%,2024-02-22,2024-10-29,Истёк
CTR-001200,SUP-00033,ДОГ-9311/2024,Металлопрокат,CNY,30,Предоплата 50%,2024-12-10,2026-01-30,Действует
CTR-001201,SUP-00453,ДОГ-8507/2024,Шины и диски,CNY,30,Предоплата 100%,2024-07-26,2025-05-23,Истёк
CTR-001202,SUP-00214,ДОГ-1216/2024,Шины и диски,RUB,10,Предоплата 100%,2024-11-07,2026-05-03,Действует
CTR-001203,SUP-00250,ДОГ-5768/2024,Шины и диски,RUB,10,Отсрочка 45 дней,2024-02-24,2026-02-23,Действует
CTR-001204,SUP-00298,ДОГ-2742/2024,Услуги (логистика/ремонт),CNY,30,Предоплата 50%,2024-08-13,2026-06-05,Действует
CTR-001205,SUP-00480,ДОГ-7348/2025,Подшипники,CNY,30,Предоплата 50%,2025-02-20,2025-05-17,Истёк
CTR-001206,SUP-00230,ДОГ-7186/2024,Подшипники,RUB,14,Предоплата 100%,2024-07-12,2026-11-20,Действует
CTR-001207,SUP-00065,ДОГ-3718/2024,Подшипники,RUB,7,Отсрочка 15 дней,2024-11-25,2026-04-12,Действует
CTR-001208,SUP-00051,ДОГ-8399/2024,Крепёж,RUB,14,Предоплата 50%,2024-10-14,2026-09-10,Действует
CTR-001209,SUP-00035,ДОГ-5299/2025,Крепёж,CNY,45,Отсрочка 45 дней,2025-01-06,2026-03-27,Действует
CTR-001210,SUP-00067,ДОГ-7595/2025,Гидравлика,RUB,45,Отсрочка 15 дней,2025-05-28,2026-08-13,Действует
CTR-001211,SUP-00262,ДОГ-8992/2024,ЛКМ и химия,RUB,21,Предоплата 50%,2024-04-21,2026-03-20,Действует
CTR-001212,SUP-00316,ДОГ-7820/2024,Крепёж,RUB,10,Отсрочка 30 дней,2024-01-29,2026-04-23,Действует
CTR-001213,SUP-00209,ДОГ-5960/2024,ЛКМ и химия,RUB,7,Предоплата 50%,2024-11-20,2026-06-07,Действует
CTR-001214,SUP-00059,ДОГ-9793/2024,Гидравлика,RUB,45,Отсрочка 15 дней,2024-09-16,2026-05-22,Действует
CTR-001215,SUP-00035,ДОГ-7012/2025,Металлопрокат,RUB,7,Отсрочка 45 дней,2025-04-11,2026-06-16,Действует
CTR-001216,SUP-00414,ДОГ-7230/2024,Гидравлика,CNY,7,Предоплата 100%,2024-04-16,2026-04-02,Действует
CTR-001217,SUP-00455,ДОГ-7697/2024,Металлопрокат,USD,7,Отсрочка 30 дней,2024-04-28,2026-11-03,Действует
CTR-001218,SUP-00018,ДОГ-3033/2025,Крепёж,CNY,30,Отсрочка 45 дней,2025-04-04,2025-02-27,Истёк
CTR-001219,SUP-00048,ДОГ-3343/2024,ЛКМ и химия,USD,21,Отсрочка 30 дней,2024-11-12,2025-01-02,Истёк
CTR-001220,SUP-00267,ДОГ-4611/2024,ЛКМ и химия,RUB,14,Отсрочка 15 дней,2024-07-29,2026-02-06,Действует
CTR-001221,SUP-00039,ДОГ-2696/2024,ЛКМ и химия,RUB,14,Предоплата 100%,2024-03-06,2026-10-28,Действует
CTR-001222,SUP-00456,ДОГ-8289/2024,Металлопрокат,RUB,14,Отсрочка 30 дней,2024-08-19,2026-03-14,Действует
CTR-001223,SUP-00193,ДОГ-5503/2025,Металлопрокат,USD,21,Предоплата 100%,2025-05-23,2026-11-03,Действует
CTR-001224,SUP-00039,ДОГ-1356/2025,Шины и диски,RUB,14,Предоплата 100%,2025-05-24,2026-07-12,Действует
CTR-001225,SUP-00407,ДОГ-3050/2024,Подшипники,USD,14,Предоплата 100%,2024-12-22,2026-09-13,Действует
CTR-001226,SUP-00338,ДОГ-8454/2025,ЛКМ и химия,RUB,10,Отсрочка 15 дней,2025-04-22,2026-08-22,Действует
CTR-001227,SUP-00096,ДОГ-9605/2025,Услуги (логистика/ремонт),RUB,30,Отсрочка 30 дней,2025-03-30,2026-12-01,Действует
CTR-001228,SUP-00470,ДОГ-7441/2024,ЛКМ и химия,RUB,10,Отсрочка 30 дней,2024-09-03,2026-05-11,Действует
CTR-001229,SUP-00413,ДОГ-1277/2025,Шины и диски,RUB,21,Отсрочка 45 дней,2025-02-12,2026-07-30,Действует
CTR-001230,SUP-00397,ДОГ-1745/2025,Электрооборудование,USD,21,Предоплата 50%,2025-03-31,2026-03-25,Действует
CTR-001231,SUP-00107,ДОГ-7652/2024,Электрооборудование,RUB,21,Предоплата 50%,2024-02-01,2026-10-14,Действует
CTR-001232,SUP-00399,ДОГ-7365/2024,ЛКМ и химия,RUB,7,Предоплата 100%,2024-06-12,2026-02-02,Действует
CTR-001233,SUP-00133,ДОГ-5920/2024,Гидравлика,CNY,30,Отсрочка 30 дней,2024-10-18,2026-11-16,Действует
CTR-001234,SUP-00291,ДОГ-1198/2025,Шины и диски,USD,7,Отсрочка 15 дней,2025-05-29,2026-09-10,Действует
CTR-001235,SUP-00019,ДОГ-2176/2024,Услуги (логистика/ремонт),USD,10,Предоплата 50%,2024-02-18,2026-01-16,Действует
CTR-001236,SUP-00335,ДОГ-4232/2024,Шины и диски,RUB,21,Предоплата 50%,2024-11-10,2025-02-13,Истёк
CTR-001237,SUP-00251,ДОГ-7932/2024,Металлопрокат,RUB,14,Предоплата 100%,2024-04-17,2026-11-03,Действует
CTR-001238,SUP-00298,ДОГ-2411/2024,Электрооборудование,RUB,30,Предоплата 50%,2024-06-17,2026-06-13,Действует
CTR-001239,SUP-00175,ДОГ-5964/2024,Гидравлика,RUB,14,Отсрочка 15 дней,2024-10-07,2026-10-06,Действует
CTR-001240,SUP-00469,ДОГ-1434/2024,Шины и диски,RUB,14,Отсрочка 45 дней,2024-08-16,2025-04-13,Истёк
CTR-001241,SUP-00107,ДОГ-3950/2023,Гидравлика,USD,14,Предоплата 50%,2023-12-27,2026-11-09,Действует
CTR-001242,SUP-00095,ДОГ-8825/2025,Услуги (логистика/ремонт),RUB,7,Предоплата 100%,2025-01-24,2025-02-03,Истёк
CTR-001243,SUP-00493,ДОГ-3535/2024,ЛКМ и химия,CNY,21,Отсрочка 15 дней,2024-08-03,2025-05-10,Истёк
CTR-001244,SUP-00379,ДОГ-6717/2024,Гидравлика,RUB,45,Предоплата 50%,2024-05-29,2026-10-27,Действует
CTR-001245,SUP-00107,ДОГ-8425/2024,Крепёж,RUB,45,Предоплата 50%,2024-05-31,2026-07-31,Действует
CTR-001246,SUP-00035,ДОГ-8890/2024,Гидравлика,USD,7,Отсрочка 45 дней,2024-08-29,2026-03-18,Действует
CTR-001247,SUP-00175,ДОГ-8826/2025,Шины и диски,RUB,21,Отсрочка 15 дней,2025-01-03,2026-03-06,Действует
CTR-001248,SUP-00294,ДОГ-1401/2024,Гидравлика,CNY,30,Отсрочка 45 дней,2024-04-25,2026-07-06,Действует
CTR-001249,SUP-00296,ДОГ-4418/2025,Услуги (логистика/ремонт),RUB,7,Предоплата 100%,2025-01-08,2026-08-07,Действует
CTR-001250,SUP-00469,ДОГ-4888/2024,ЛКМ и химия,RUB,21,Отсрочка 45 дней,2024-11-25,2026-05-12,Действует
CTR-001251,SUP-00366,ДОГ-3472/2024,Электрооборудование,RUB,10,Отсрочка 15 дней,2024-04-05,2025-05-25,Истёк
CTR-001252,SUP-00294,ДОГ-7380/2024,Металлопрокат,RUB,7,Отсрочка 45 дней,2024-02-20,2026-04-12,Действует
CTR-001253,SUP-00343,ДОГ-2362/2024,Электрооборудование,USD,7,Отсрочка 45 дней,2024-04-17,2026-02-11,Действует
CTR-001254,SUP-00175,ДОГ-5134/2025,Крепёж,RUB,7,Отсрочка 15 дней,2025-08-16,2026-10-05,Действует
CTR-001255,SUP-00422,ДОГ-9388/2023,Подшипники,RUB,30,Отсрочка 15 дней,2023-12-27,2026-10-25,Действует
CTR-001256,SUP-00422,ДОГ-7633/2025,Услуги (логистика/ремонт),RUB,10,Отсрочка 15 дней,2025-01-13,2026-10-28,Действует
CTR-001257,SUP-00348,ДОГ-9670/2024,Крепёж,USD,45,Предоплата 50%,2024-08-05,2026-05-28,Действует
CTR-001258,SUP-00427,ДОГ-6944/2025,Электрооборудование,USD,7,Предоплата 50%,2025-04-16,2026-08-30,Действует
CTR-001259,SUP-00294,ДОГ-9961/2024,Подшипники,RUB,7,Отсрочка 45 дней,2024-05-03,2026-10-12,Действует
CTR-001260,SUP-00175,ДОГ-5709/2024,Крепёж,USD,21,Отсрочка 15 дней,2024-03-18,2026-08-05,Действует
CTR-001261,SUP-00035,ДОГ-5289/2024,Крепёж,USD,30,Отсрочка 45 дней,2024-08-10,2026-08-13,Действует
CTR-001262,SUP-00106,ДОГ-2083/2025,Гидравлика,USD,21,Отсрочка 15 дней,2025-05-27,2026-11-30,Действует
CTR-001263,SUP-00127,ДОГ-2109/2024,Шины и диски,RUB,14,Отсрочка 45 дней,2024-08-31,2026-11-05,Действует
CTR-001264,SUP-00055,ДОГ-7591/2025,Услуги (логистика/ремонт),RUB,10,Отсрочка 45 дней,2025-06-24,2025-01-23,Истёк
CTR-001265,SUP-00167,ДОГ-6257/2024,Подшипники,RUB,14,Предоплата 50%,2024-08-28,2026-11-19,Действует
CTR-001266,SUP-00071,ДОГ-5561/2025,Шины и диски,USD,45,Предоплата 100%,2025-02-22,2026-10-07,Действует
CTR-001267,SUP-00383,ДОГ-2218/2025,ЛКМ и химия,RUB,10,Отсрочка 30 дней,2025-03-15,2026-05-28,Действует
CTR-001268,SUP-00025,ДОГ-1401/2024,Электрооборудование,CNY,21,Предоплата 50%,2024-09-14,2026-10-07,Действует
CTR-001269,SUP-00215,ДОГ-1914/2024,Гидравлика,RUB,21,Отсрочка 15 дней,2024-12-01,2026-11-14,Действует
CTR-001270,SUP-00253,ДОГ-2605/2024,Подшипники,RUB,45,Предоплата 50%,2024-02-17,2024-11-10,Истёк
CTR-001271,SUP-00384,ДОГ-7757/2025,Подшипники,USD,21,Отсрочка 30 дней,2025-01-28,2026-03-14,Действует
CTR-001272,SUP-00382,ДОГ-5865/2024,Крепёж,CNY,7,Отсрочка 30 дней,2024-08-03,2026-10-01,Действует
CTR-001273,SUP-00069,ДОГ-9023/2024,Услуги (логистика/ремонт),RUB,45,Отсрочка 45 дней,2024-11-17,2026-11-11,Действует
CTR-001274,SUP-00193,ДОГ-9009/2025,Электрооборудование,RUB,7,Предоплата 100%,2025-08-01,2026-07-16,Действует
CTR-001275,SUP-00271,ДОГ-2398/2024,Крепёж,RUB,21,Отсрочка 45 дней,2024-05-23,2026-05-31,Действует
CTR-001276,SUP-00349,ДОГ-7974/2025,Подшипники,RUB,21,Предоплата 100%,2025-01-29,2026-10-11,Действует
CTR-001277,SUP-00480,ДОГ-6976/2025,ЛКМ и химия,RUB,10,Предоплата 50%,2025-04-13,2026-05-18,Действует
CTR-001278,SUP-00088,ДОГ-5083/2024,Металлопрокат,CNY,45,Отсрочка 15 дней,2024-01-09,2026-08-05,Действует
CTR-001279,SUP-00059,ДОГ-3282/2024,Услуги (логистика/ремонт),RUB,10,Отсрочка 15 дней,2024-06-13,2026-12-06,Действует
CTR-001280,SUP-00400,ДОГ-9597/2024,Шины и диски,RUB,10,Предоплата 100%,2024-02-04,2026-10-08,Действует
CTR-001281,SUP-00319,ДОГ-9925/2024,Электрооборудование,RUB,10,Отсрочка 30 дней,2024-08-17,2025-07-19,Истёк
CTR-001282,SUP-00004,ДОГ-1368/2024,ЛКМ и химия,RUB,30,Предоплата 50%,2024-05-10,2026-08-31,Действует
CTR-001283,SUP-00206,ДОГ-9029/2024,Гидравлика,RUB,45,Отсрочка 30 дней,2024-03-06,2026-04-06,Действует
CTR-001284,SUP-00172,ДОГ-6791/2024,Электрооборудование,RUB,45,Отсрочка 15 дней,2024-03-02,2026-06-30,Действует
CTR-001285,SUP-00375,ДОГ-9409/2024,Крепёж,CNY,14,Предоплата 100%,2024-01-13,2025-01-13,Истёк
CTR-001286,SUP-00360,ДОГ-4407/2024,Металлопрокат,RUB,10,Отсрочка 30 дней,2024-09-13,2026-04-12,Действует
CTR-001287,SUP-00175,ДОГ-1627/2025,Подшипники,CNY,10,Отсрочка 15 дней,2025-04-01,2026-06-27,Действует
CTR-001288,SUP-00004,ДОГ-5499/2024,Шины и диски,USD,14,Предоплата 50%,2024-07-07,2026-03-27,Действует
CTR-001289,SUP-00403,ДОГ-3319/2025,Металлопрокат,CNY,7,Отсрочка 15 дней,2025-08-05,2025-02-24,Истёк
CTR-001290,SUP-00422,ДОГ-7316/2025,Услуги (логистика/ремонт),RUB,7,Отсрочка 15 дней,2025-02-03,2026-08-20,Действует
CTR-001291,SUP-00112,ДОГ-2053/2023,Металлопрокат,USD,7,Отсрочка 45 дней,2023-12-27,2026-05-23,Действует
CTR-001292,SUP-00180,ДОГ-9955/2024,ЛКМ и химия,RUB,45,Предоплата 100%,2024-09-21,2026-01-29,Действует
CTR-001293,SUP-00154,ДОГ-9024/2024,Гидравлика,RUB,10,Отсрочка 30 дней,2024-01-23,2026-03-03,Действует
CTR-001294,SUP-00284,ДОГ-3123/2025,ЛКМ и химия,RUB,7,Отсрочка 45 дней,2025-02-20,2026-08-08,Действует
CTR-001295,SUP-00166,ДОГ-7810/2024,Крепёж,RUB,7,Предоплата 100%,2024-11-15,2026-08-10,Действует
CTR-001296,SUP-00154,ДОГ-3664/2024,Подшипники,CNY,7,Отсрочка 30 дней,2024-06-09,2026-05-19,Действует
CTR-001297,SUP-00151,ДОГ-8291/2025,ЛКМ и химия,RUB,14,Отсрочка 45 дней,2025-07-09,2025-01-17,Истёк
CTR-001298,SUP-00456,ДОГ-9141/2024,Гидравлика,RUB,14,Отсрочка 30 дней,2024-02-22,2025-07-11,Истёк
CTR-001299,SUP-00389,ДОГ-2424/2024,Крепёж,RUB,10,Отсрочка 45 дней,2024-07-16,2026-03-09,Действует
CTR-001300,SUP-00414,ДОГ-8585/2024,Услуги (логистика/ремонт),CNY,30,Предоплата 100%,2024-11-17,2026-04-16,Действует
CTR-001301,SUP-00260,ДОГ-5527/2025,Металлопрокат,RUB,7,Отсрочка 15 дней,2025-02-09,2026-08-29,Действует
CTR-001302,SUP-00116,ДОГ-1114/2024,Услуги (логистика/ремонт),RUB,30,Отсрочка 15 дней,2024-12-27,2025-03-30,Истёк
CTR-001303,SUP-00177,ДОГ-7028/2024,Электрооборудование,RUB,45,Отсрочка 45 дней,2024-11-06,2026-05-06,Действует
CTR-001304,SUP-00384,ДОГ-7664/2024,Услуги (логистика/ремонт),RUB,21,Отсрочка 30 дней,2024-06-28,2026-07-13,Действует
CTR-001305,SUP-00229,ДОГ-9982/2024,Шины и диски,RUB,45,Отсрочка 30 дней,2024-03-25,2026-08-31,Действует
CTR-001306,SUP-00141,ДОГ-8244/2024,ЛКМ и химия,RUB,45,Отсрочка 45 дней,2024-11-29,2026-03-28,Действует
CTR-001307,SUP-00041,ДОГ-9693/2025,Услуги (логистика/ремонт),RUB,7,Отсрочка 45 дней,2025-01-27,2026-07-15,Действует
CTR-001308,SUP-00422,ДОГ-4300/2024,Гидравлика,CNY,30,Отсрочка 15 дней,2024-06-14,2026-04-29,Действует
CTR-001309,SUP-00399,ДОГ-5461/2024,Услуги (логистика/ремонт),USD,45,Предоплата 100%,2024-02-26,2024-08-27,Истёк
CTR-001310,SUP-00390,ДОГ-9457/2024,Шины и диски,RUB,45,Отсрочка 15 дней,2024-05-07,2026-11-05,Действует
CTR-001311,SUP-00490,ДОГ-2914/2025,Шины и диски,CNY,30,Отсрочка 45 дней,2025-05-16,2026-04-04,Действует
CTR-001312,SUP-00397,ДОГ-3074/2025,Услуги (логистика/ремонт),RUB,45,Предоплата 50%,2025-04-29,2025-02-13,Истёк
CTR-001313,SUP-00441,ДОГ-4609/2024,Шины и диски,CNY,45,Предоплата 50%,2024-11-26,2026-05-16,Действует
CTR-001314,SUP-00221,ДОГ-9410/2025,Электрооборудование,CNY,30,Предоплата 100%,2025-07-01,2026-09-19,Действует
CTR-001315,SUP-00242,ДОГ-4847/2025,Услуги (логистика/ремонт),USD,45,Отсрочка 15 дней,2025-06-02,2026-10-28,Действует
CTR-001316,SUP-00107,ДОГ-4886/2025,Услуги (логистика/ремонт),CNY,14,Предоплата 50%,2025-07-30,2026-09-11,Действует
CTR-001317,SUP-00298,ДОГ-5139/2024,ЛКМ и химия,RUB,7,Предоплата 50%,2024-10-25,2026-12-08,Действует
CTR-001318,SUP-00421,ДОГ-7980/2024,Подшипники,USD,45,Отсрочка 45 дней,2024-02-08,2026-04-11,Действует
CTR-001319,SUP-00398,ДОГ-8404/2024,Электрооборудование,CNY,7,Отсрочка 45 дней,2024-12-11,2026-06-15,Действует
CTR-001320,SUP-00361,ДОГ-9444/2024,Шины и диски,CNY,30,Предоплата 50%,2024-01-26,2026-11-06,Действует
CTR-001321,SUP-00154,ДОГ-8031/2025,Электрооборудование,CNY,14,Отсрочка 30 дней,2025-07-29,2026-11-20,Действует
CTR-001322,SUP-00193,ДОГ-2180/2024,Гидравлика,USD,30,Предоплата 100%,2024-08-10,2026-08-15,Действует
CTR-001323,SUP-00144,ДОГ-4449/2024,Металлопрокат,USD,45,Отсрочка 15 дней,2024-08-05,2026-09-21,Действует
CTR-001324,SUP-00344,ДОГ-4167/2025,Электрооборудование,RUB,45,Отсрочка 30 дней,2025-04-16,2025-10-27,Истёк
CTR-001325,SUP-00309,ДОГ-3567/2025,Подшипники,RUB,10,Отсрочка 45 дней,2025-05-12,2026-07-31,Действует
CTR-001326,SUP-00379,ДОГ-4098/2025,Гидравлика,CNY,30,Предоплата 50%,2025-05-22,2026-05-14,Действует
CTR-001327,SUP-00294,ДОГ-4068/2024,Шины и диски,RUB,10,Отсрочка 45 дней,2024-05-07,2026-02-05,Действует
CTR-001328,SUP-00468,ДОГ-4897/2025,Электрооборудование,RUB,7,Отсрочка 15 дней,2025-01-31,2026-09-05,Действует
CTR-001329,SUP-00135,ДОГ-4086/2025,Подшипники,RUB,10,Предоплата 50%,2025-03-31,2026-02-10,Действует
CTR-001330,SUP-00124,ДОГ-6402/2025,Металлопрокат,CNY,10,Отсрочка 45 дней,2025-05-07,2026-11-23,Действует
CTR-001331,SUP-00376,ДОГ-1686/2024,Подшипники,RUB,7,Предоплата 100%,2024-11-11,2026-09-02,Действует
CTR-001332,SUP-00175,ДОГ-6065/2025,ЛКМ и химия,RUB,30,Отсрочка 15 дней,2025-04-20,2026-08-16,Действует
CTR-001333,SUP-00127,ДОГ-2765/2025,Шины и диски,CNY,7,Отсрочка 45 дней,2025-04-20,2026-05-05,Действует
CTR-001334,SUP-00480,ДОГ-7856/2024,Электрооборудование,RUB,21,Предоплата 50%,2024-05-25,2026-01-21,Действует
CTR-001335,SUP-00384,ДОГ-9864/2024,Шины и диски,RUB,14,Отсрочка 30 дней,2024-04-09,2026-03-31,Действует
CTR-001336,SUP-00168,ДОГ-5068/2024,Металлопрокат,RUB,14,Предоплата 100%,2024-10-11,2026-07-13,Действует
CTR-001337,SUP-00166,ДОГ-7682/2024,Шины и диски,RUB,21,Предоплата 100%,2024-12-08,2026-03-30,Действует
CTR-001338,SUP-00007,ДОГ-6105/2025,Шины и диски,RUB,45,Предоплата 50%,2025-05-19,2026-11-20,Действует
CTR-001339,SUP-00051,ДОГ-2011/2025,ЛКМ и химия,USD,7,Предоплата 50%,2025-02-17,2026-11-17,Действует
CTR-001340,SUP-00021,ДОГ-7558/2024,Гидравлика,RUB,21,Отсрочка 45 дней,2024-06-25,2026-05-19,Действует
CTR-001341,SUP-00428,ДОГ-3452/2025,Металлопрокат,CNY,21,Предоплата 50%,2025-07-24,2026-04-18,Действует
CTR-001342,SUP-00166,ДОГ-8502/2024,Металлопрокат,USD,45,Предоплата 100%,2024-12-05,2026-05-15,Действует
CTR-001343,SUP-00469,ДОГ-6583/2025,Крепёж,RUB,7,Отсрочка 45 дней,2025-04-12,2025-10-21,Истёк
CTR-001344,SUP-00031,ДОГ-1543/2025,Услуги (логистика/ремонт),USD,30,Отсрочка 30 дней,2025-08-15,2026-11-23,Действует
CTR-001345,SUP-00210,ДОГ-4172/2024,Шины и диски,RUB,30,Предоплата 50%,2024-06-10,2026-02-20,Действует
CTR-001346,SUP-00384,ДОГ-3403/2024,Крепёж,RUB,14,Отсрочка 30 дней,2024-03-09,2026-07-26,Действует
CTR-001347,SUP-00101,ДОГ-1690/2025,Металлопрокат,CNY,10,Предоплата 100%,2025-04-30,2026-08-15,Действует
CTR-001348,SUP-00422,ДОГ-5583/2025,Подшипники,USD,7,Отсрочка 15 дней,2025-06-01,2026-08-29,Действует
CTR-001349,SUP-00145,ДОГ-9772/2025,Услуги (логистика/ремонт),RUB,30,Предоплата 50%,2025-07-21,2026-10-18,Действует
CTR-001350,SUP-00469,ДОГ-9495/2024,Металлопрокат,RUB,10,Отсрочка 45 дней,2024-02-27,2026-04-05,Действует
CTR-001351,SUP-00175,ДОГ-5238/2025,Гидравлика,USD,14,Отсрочка 15 дней,2025-08-07,2026-11-13,Действует
CTR-001352,SUP-00235,ДОГ-9045/2024,Гидравлика,RUB,30,Отсрочка 30 дней,2024-11-21,2026-06-01,Действует
CTR-001353,SUP-00175,ДОГ-8208/2024,Подшипники,RUB,14,Отсрочка 15 дней,2024-01-14,2026-05-29,Действует
CTR-001354,SUP-00069,ДОГ-5105/2025,Услуги (логистика/ремонт),USD,30,Отсрочка 45 дней,2025-04-11,2026-09-09,Действует
CTR-001355,SUP-00441,ДОГ-5466/2024,Гидравлика,RUB,21,Предоплата 50%,2024-09-18,2026-11-20,Действует
CTR-001356,SUP-00205,ДОГ-9420/2024,Услуги (логистика/ремонт),RUB,30,Предоплата 50%,2024-02-18,2026-11-24,Действует
CTR-001357,SUP-00142,ДОГ-3233/2025,Подшипники,USD,45,Отсрочка 45 дней,2025-02-06,2026-11-16,Действует
CTR-001358,SUP-00381,ДОГ-1021/2025,Электрооборудование,RUB,21,Отсрочка 15 дней,2025-01-15,2026-01-27,Действует
CTR-001359,SUP-00035,ДОГ-7517/2025,Металлопрокат,RUB,7,Отсрочка 45 дней,2025-06-06,2026-07-31,Действует
